Día,C,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging,sma_12,ema_12,sma_26,ema_26,MACD
2017-10-17,40876.31,,,,,,,,,,41503.62,,,,,
2017-10-18,40897.45,0.0005171699695984966,1.0005171699695985,,,,,,,,41418.35,,,,,
2017-10-19,40977.64,0.0019607579445661827,1.0024789419592912,,,,,,,,41364.3,,,,,
2017-10-20,40970.04,-0.0001854670010278392,1.0022930151963325,,,,,,,,41267.4,,,,,
2017-10-21,40970.04,0.0,1.0022930151963325,,,,,,,,41161.42,,,,,
2017-10-22,40970.04,0.0,1.0022930151963325,,,,,,,,41221.23,,,,,
2017-10-23,41164.48,0.004745907009121808,1.0070498046423466,,,,,,,,41221.23,,,,,
2017-10-24,41321.98,0.0038261141644446717,1.0109028921641898,,,,,,,,41221.23,,,,,
2017-10-25,41384.47,0.0015122702251924025,1.0124316505085706,,,,41130.39,,,,41310.6,,,,,
2017-10-26,41253.54,-0.0031637471737586687,1.0092285727356503,,,,41140.96,,,,41340.35,,,,,
2017-10-27,41253.54,0.0,1.0092285727356503,,,,41177.255000000005,,,,41365.2,,,,,
2017-10-28,41253.54,0.0,1.0092285727356503,,,,41177.255000000005,,,,41320.09,41107.755833333336,,,,
2017-10-29,41253.54,0.0,1.0092285727356503,,,,41177.255000000005,,,,41141.27,41139.191666666666,41130.184166666666,,,
2017-10-30,41289.09,0.0008617442284952759,1.0100982696334377,,,,41177.255000000005,,,,41141.27,41171.82833333333,41162.25294871795,,,
2017-10-31,41558.34,0.006521093102318298,1.016685214492208,,,,41361.41,,,,41141.27,41220.22,41231.291666666664,,,
2017-11-01,41558.34,0.0,1.016685214492208,,,,41405.94,,,,41190.97,41269.245,41272.238461538465,,,
2017-11-02,41653.32,0.0022854618350973688,1.0190088097482377,,,,41453.43,,,,41218.12,41326.185000000005,41328.33346153847,,,
2017-11-03,41542.92,-0.002650448991821097,1.0163079788757836,,,,41453.43,,,,41352.78,41373.924999999996,41359.52884615385,,,
2017-11-04,41542.92,0.0,1.0163079788757836,,,,41453.43,,,,41353.41,41405.46166666666,41399.924230769226,,,
2017-11-05,41542.92,0.0,1.0163079788757836,41261.723,41756.93070450306,40766.51529549694,41453.43,,,,41286.27,41423.87333333333,41426.6091025641,,,
